name	sampling_fn	replace	N	seed	time	rare	entropy	max_min_dist
pbmc_facs	uniform	True	100	0	0.00024271011352539062	1	0.9073418815250291	0.8557256615163494
pbmc_facs	uniform	True	100	1	0.00019621849060058594	0	0.9048199379118583	0.8994848339741363
pbmc_facs	uniform	True	100	2	0.00018787384033203125	0	0.8860825997785584	0.8950685468900387
pbmc_facs	uniform	True	100	3	0.00016450881958007812	1	0.9291579216815115	0.8827792478595283
pbmc_facs	uniform	True	100	4	0.00018334388732910156	3	0.9393143064180123	0.8975841266119745
pbmc_facs	uniform	True	100	5	0.0001914501190185547	2	0.9344926661269692	0.8577725324047414
pbmc_facs	uniform	True	100	6	0.00019979476928710938	1	0.8995245429639457	0.9159511560281072
pbmc_facs	uniform	True	100	7	0.0001957416534423828	0	0.9138166848164915	0.8770924157679049
pbmc_facs	uniform	True	100	8	0.00018715858459472656	4	0.9461336992709619	0.843371178130363
pbmc_facs	uniform	True	100	9	0.0003910064697265625	1	0.9024331129734807	0.8490650718084681
pbmc_facs	uniform	True	500	0	0.00021982192993164062	6	0.930634526371026	0.8467705758537826
pbmc_facs	uniform	True	500	1	0.000240325927734375	5	0.9320813557278443	0.829928819782778
pbmc_facs	uniform	True	500	2	0.00028443336486816406	7	0.9357161831068874	0.8547451330539805
pbmc_facs	uniform	True	500	3	0.00025081634521484375	9	0.9400906377942966	0.8511313710834681
pbmc_facs	uniform	True	500	4	0.0003323554992675781	6	0.9278691602090086	0.8754977881783337
pbmc_facs	uniform	True	500	5	0.0002090930938720703	7	0.9320180260492612	0.8577725324047414
pbmc_facs	uniform	True	500	6	0.000255584716796875	4	0.9287109652495362	0.8684200110840208
pbmc_facs	uniform	True	500	7	0.0002186298370361328	2	0.9210391667395582	0.7672159805887359
pbmc_facs	uniform	True	500	8	0.0003399848937988281	11	0.940283929811165	0.843371178130363
pbmc_facs	uniform	True	500	9	0.00023818016052246094	3	0.9255925699000657	0.788680806371891
pbmc_facs	uniform	True	1000	0	0.0003502368927001953	11	0.9307026161440817	0.8467705758537826
pbmc_facs	uniform	True	1000	1	0.0003986358642578125	13	0.9327861307986347	0.829928819782778
pbmc_facs	uniform	True	1000	2	0.00047397613525390625	14	0.9324546222472028	0.8547451330539805
pbmc_facs	uniform	True	1000	3	0.0003337860107421875	15	0.9362510258413516	0.8511313710834681
pbmc_facs	uniform	True	1000	4	0.0003609657287597656	9	0.9314030241632327	0.8328498237111667
pbmc_facs	uniform	True	1000	5	0.0003685951232910156	16	0.9377164278971156	0.8577725324047414
pbmc_facs	uniform	True	1000	6	0.0003559589385986328	11	0.9319874393117401	0.8443586222532822
pbmc_facs	uniform	True	1000	7	0.0003790855407714844	13	0.9368954579324228	0.7672159805887359
pbmc_facs	uniform	True	1000	8	0.00036072731018066406	19	0.9394729139931945	0.8263958734976773
pbmc_facs	uniform	True	1000	9	0.0004162788391113281	8	0.9299503146147542	0.788680806371891
pbmc_facs	uniform	True	5000	0	0.0008425712585449219	67	0.9363567942339723	0.6753766156608205
pbmc_facs	uniform	True	5000	1	0.0008535385131835938	54	0.932607241181247	0.7814552462313866
pbmc_facs	uniform	True	5000	2	0.0008776187896728516	62	0.9304862790068692	0.6357725313811149
pbmc_facs	uniform	True	5000	3	0.0008502006530761719	65	0.9347985891005991	0.6713189800090519
pbmc_facs	uniform	True	5000	4	0.0008697509765625	47	0.9299220511984325	0.6277242501946372
pbmc_facs	uniform	True	5000	5	0.0008287429809570312	61	0.9345553840934624	0.6256244096633724
pbmc_facs	uniform	True	5000	6	0.0008008480072021484	75	0.938892428124462	0.6417402215032386
pbmc_facs	uniform	True	5000	7	0.0009315013885498047	62	0.9357977132283757	0.63276481026948
pbmc_facs	uniform	True	5000	8	0.0009036064147949219	71	0.9366283881721522	0.7824829462071141
pbmc_facs	uniform	True	5000	9	0.0008070468902587891	60	0.9346277743400631	0.621213615919346
pbmc_facs	uniform	True	10000	0	0.0015354156494140625	138	0.936328720269145	0.6753766156608205
pbmc_facs	uniform	True	10000	1	0.0018513202667236328	105	0.9324473224648385	0.6080455931970686
pbmc_facs	uniform	True	10000	2	0.0017650127410888672	122	0.9333792176371581	0.6357725313811149
pbmc_facs	uniform	True	10000	3	0.0016262531280517578	128	0.9353475938011783	0.626338984916346
pbmc_facs	uniform	True	10000	4	0.0015308856964111328	111	0.932871412795989	0.6211161823642366
pbmc_facs	uniform	True	10000	5	0.0015480518341064453	133	0.9347795888114729	0.6256244096633724
pbmc_facs	uniform	True	10000	6	0.0014846324920654297	150	0.9385741449400724	0.5257723774725912
pbmc_facs	uniform	True	10000	7	0.0015246868133544922	126	0.93663235493036	0.6211161823642366
pbmc_facs	uniform	True	10000	8	0.0015518665313720703	134	0.9357380586883132	0.7824829462071141
pbmc_facs	uniform	True	10000	9	0.0013589859008789062	111	0.9327814723755261	0.621213615919346
pbmc_facs	uniform	True	20000	0	0.0028684139251708984	259	0.9358422598174178	0.5318580584496484
pbmc_facs	uniform	True	20000	1	0.0033974647521972656	212	0.9321976435552876	0.5452045177902982
pbmc_facs	uniform	True	20000	2	0.0028085708618164062	239	0.9344968887663047	0.5104609852461154
