name	sampling_fn	replace	N	seed	time	rare	entropy	kl_divergence	max_min_dist
artificial_volume	uniform	True	100	0	0.0002892017364501953	40	0.9908560021440825	0.8216067533807688	0.9445641291829364
artificial_volume	uniform	True	100	1	0.00017714500427246094	26	0.9796112915035874	0.524693042121887	0.6906917718418928
artificial_volume	uniform	True	100	2	0.0001614093780517578	37	0.9937459149150215	0.8970635881324313	0.9205224555838943
artificial_volume	uniform	True	100	3	0.00016307830810546875	40	0.9899449185263031	0.79616570262991	0.941799315377623
artificial_volume	uniform	True	100	4	0.0001590251922607422	35	0.9993656466540994	0.757616617942558	0.9469588718207359
artificial_volume	uniform	True	100	5	0.00013875961303710938	40	0.9884241842532838	0.9344258212481712	0.9334877802556738
artificial_volume	uniform	True	100	6	0.00014638900756835938	38	0.994458345843335	0.870510477970451	0.9334350924003647
artificial_volume	uniform	True	100	7	0.00013589859008789062	33	0.9999092749840701	0.752685034896239	0.7249408891221749
artificial_volume	uniform	True	100	8	0.0001373291015625	30	0.9974233736309365	0.7214997171163895	0.9430952505309521
artificial_volume	uniform	True	100	9	0.00014472007751464844	39	0.9808816159721696	1.030457513697227	0.6850530860896589
artificial_volume	uniform	True	500	0	0.00022840499877929688	170	0.9988052782817544	0.8061292454030065	0.6970048908564052
artificial_volume	uniform	True	500	1	0.000286102294921875	165	0.9999092749840701	0.752685034896239	0.6906917718418928
artificial_volume	uniform	True	500	2	0.0002541542053222656	165	0.9962498522284308	0.8364727324537413	0.717722771556305
artificial_volume	uniform	True	500	3	0.0002224445343017578	178	0.998913869859962	0.7891604534014498	0.701063075505516
artificial_volume	uniform	True	500	4	0.00022840499877929688	159	0.9992984211377351	0.744963723701208	0.8994903110820862
artificial_volume	uniform	True	500	5	0.00021719932556152344	186	0.9968879145803147	0.7882329899703747	0.8330822962077234
artificial_volume	uniform	True	500	6	0.00023698806762695312	180	0.9984595066647045	0.8004637541815779	0.7965348019693665
artificial_volume	uniform	True	500	7	0.00022673606872558594	179	0.9987429071452416	0.7745086014113721	0.6906917718418928
artificial_volume	uniform	True	500	8	0.00020313262939453125	167	0.9996682822996809	0.7736319011616775	0.9154359508626027
artificial_volume	uniform	True	500	9	0.0002384185791015625	170	0.9995119921026914	0.7262641441299571	0.6850530860896589
artificial_volume	uniform	True	1000	0	0.000316619873046875	338	0.9995594191595082	0.78221975229253	0.6970048908564052
artificial_volume	uniform	True	1000	1	0.00028824806213378906	337	0.9996093078048822	0.7794267222406193	0.6906917718418928
artificial_volume	uniform	True	1000	2	0.0003807544708251953	347	0.9976600709382529	0.8347171201369171	0.6967743313740642
artificial_volume	uniform	True	1000	3	0.0004944801330566406	368	0.9975666863924596	0.8025041242639791	0.701063075505516
artificial_volume	uniform	True	1000	4	0.0003962516784667969	327	0.9994948303960725	0.706678068477788	0.8994903110820862
artificial_volume	uniform	True	1000	5	0.0003085136413574219	361	0.9980758743811483	0.7580553137326378	0.535315680223153
artificial_volume	uniform	True	1000	6	0.00030493736267089844	352	0.9992674759667803	0.7805270986714008	0.7965348019693665
artificial_volume	uniform	True	1000	7	0.0003268718719482422	315	0.9992512351815537	0.7083814735293331	0.6812292733794398
artificial_volume	uniform	True	1000	8	0.000308990478515625	331	0.9993348355913235	0.7053919666533899	0.6967743313740642
artificial_volume	uniform	True	1000	9	0.0003192424774169922	344	0.9982989484611838	0.7065177601807531	0.5429166676923453
artificial_volume	uniform	True	5000	0	0.0008873939514160156	1602	0.9995312676102706	0.7430659474238204	0.5073799598804368
artificial_volume	uniform	True	5000	1	0.0010673999786376953	1724	0.9997162152150785	0.7562992737704417	0.6812292733794398
artificial_volume	uniform	True	5000	2	0.0010995864868164062	1689	0.9996560865397921	0.7780862208021135	0.5037808160074272
artificial_volume	uniform	True	5000	3	0.001275777816772461	1715	0.999775583248183	0.750958324216086	0.6783569747778238
artificial_volume	uniform	True	5000	4	0.0010077953338623047	1740	0.9995615654415544	0.765490816836373	0.48926397534832733
artificial_volume	uniform	True	5000	5	0.0011186599731445312	1724	0.999713436653036	0.7686791447159833	0.5073799598804368
artificial_volume	uniform	True	5000	6	0.0009169578552246094	1644	0.9999539084723957	0.7358387066485863	0.6783569747778238
artificial_volume	uniform	True	5000	7	0.0010488033294677734	1671	0.9998278004106527	0.7276241641002069	0.6812292733794398
artificial_volume	uniform	True	5000	8	0.0007810592651367188	1711	0.9998350104183428	0.7551591992815112	0.6783569747778238
artificial_volume	uniform	True	5000	9	0.0007939338684082031	1653	0.9999296049377255	0.7305312455682498	0.4857608377031732
artificial_volume	uniform	False	100	0	0.0007877349853515625	39	0.9875223805351027	0.9633532591404202	0.9326502307673455
artificial_volume	uniform	False	100	1	0.000446319580078125	36	0.9939987916706561	0.6910040535309864	0.7295288540382583
artificial_volume	uniform	False	100	2	0.00033736228942871094	27	0.9899239458948121	0.6039937036272798	0.7404075776766166
artificial_volume	uniform	False	100	3	0.00045490264892578125	42	0.9848537833789299	0.9098091295075074	0.9226842056511497
artificial_volume	uniform	False	100	4	0.0004391670227050781	41	0.9876572049956985	0.9070721864746168	0.9275111035520774
artificial_volume	uniform	False	100	5	0.0004744529724121094	40	0.976154297619026	1.0685714203088963	0.8481465569716707
artificial_volume	uniform	False	100	6	0.0004649162292480469	37	0.9972208096740016	0.7876984467593721	0.942943855668158
artificial_volume	uniform	False	100	7	0.0004451274871826172	32	0.9864209667962556	0.9168807626800265	0.9308523366513615
artificial_volume	uniform	False	100	8	0.0004456043243408203	29	0.992916132157956	0.7692108581666942	0.9018383621885068
artificial_volume	uniform	False	100	9	0.0004608631134033203	37	0.9914214485665589	0.6940335802654065	0.8810092711364709
artificial_volume	uniform	False	500	0	0.00036263465881347656	173	0.9992028730903155	0.7970329694424556	0.8803604535257153
artificial_volume	uniform	False	500	1	0.0005228519439697266	176	0.9988881174429798	0.8037008251704446	0.7137025035113396
artificial_volume	uniform	False	500	2	0.0006062984466552734	167	0.9993838554030515	0.7107563094763227	0.7078911147636483
artificial_volume	uniform	False	500	3	0.0005922317504882812	167	0.9998651410923253	0.7294700593012002	0.8046970948654281
artificial_volume	uniform	False	500	4	0.0006303787231445312	189	0.995993652637346	0.8155288047609379	0.8681040724164094
artificial_volume	uniform	False	500	5	0.00044655799865722656	163	0.999757091630328	0.7517412049454453	0.8481465569716707
artificial_volume	uniform	False	500	6	0.000530242919921875	147	0.9963273928959896	0.6604458005992824	0.701063075505516
artificial_volume	uniform	False	500	7	0.0005204677581787109	173	0.9988686015769486	0.8075294419224034	0.9042516728043801
artificial_volume	uniform	False	500	8	0.0005173683166503906	171	0.9995119921026914	0.7314951966145282	0.6892040381860609
artificial_volume	uniform	False	500	9	0.0006933212280273438	173	0.9996038336672469	0.7765127038867954	0.7713462989458549
artificial_volume	uniform	False	1000	0	0.0005884170532226562	358	0.9987429071452416	0.7745086014113721	0.7824450323311501
artificial_volume	uniform	False	1000	1	0.0004696846008300781	341	0.9998738588300091	0.7602831178435064	0.7129651848383707
artificial_volume	uniform	False	1000	2	0.00045561790466308594	338	0.9961829161695833	0.66737581769671	0.7044310378893641
artificial_volume	uniform	False	1000	3	0.0005886554718017578	325	0.9998564970128498	0.7344439277270416	0.696588739020205
artificial_volume	uniform	False	1000	4	0.00046753883361816406	366	0.9971123128727984	0.7545753889293982	0.8681040724164094
artificial_volume	uniform	False	1000	5	0.0006203651428222656	314	0.9991842961216248	0.7081439738351264	0.6981393713734603
artificial_volume	uniform	False	1000	6	0.0006830692291259766	297	0.9970558770881134	0.6744541747263069	0.6892040381860609
